"Ref","OrigFeatureName","Used","CleanFeatureName","Operation","FinalFeatureName"
"V346","fBodyAccJerk-mean()-Y",TRUE,"FreqBodyAccJerkMeanY","Mean by Subject, Activity","MeanFreqBodyAccJerkMeanY"
"V347","fBodyAccJerk-mean()-Z",TRUE,"FreqBodyAccJerkMeanZ","Mean by Subject, Activity","MeanFreqBodyAccJerkMeanZ"
"V348","fBodyAccJerk-std()-X",TRUE,"FreqBodyAccJerkStdX","Mean by Subject, Activity","MeanFreqBodyAccJerkStdX"
"V349","fBodyAccJerk-std()-Y",TRUE,"FreqBodyAccJerkStdY","Mean by Subject, Activity","MeanFreqBodyAccJerkStdY"
"V350","fBodyAccJerk-std()-Z",TRUE,"FreqBodyAccJerkStdZ","Mean by Subject, Activity","MeanFreqBodyAccJerkStdZ"
"V351","fBodyAccJerk-mad()-X",FALSE,NA,NA,NA
"V352","fBodyAccJerk-mad()-Y",FALSE,NA,NA,NA
"V353","fBodyAccJerk-mad()-Z",FALSE,NA,NA,NA
"V354","fBodyAccJerk-max()-X",FALSE,NA,NA,NA
"V355","fBodyAccJerk-max()-Y",FALSE,NA,NA,NA
"V356","fBodyAccJerk-max()-Z",FALSE,NA,NA,NA
"V357","fBodyAccJerk-min()-X",FALSE,NA,NA,NA
"V358","fBodyAccJerk-min()-Y",FALSE,NA,NA,NA
"V359","fBodyAccJerk-min()-Z",FALSE,NA,NA,NA
"V360","fBodyAccJerk-sma()",FALSE,NA,NA,NA
"V361","fBodyAccJerk-energy()-X",FALSE,NA,NA,NA
"V362","fBodyAccJerk-energy()-Y",FALSE,NA,NA,NA
"V363","fBodyAccJerk-energy()-Z",FALSE,NA,NA,NA
"V364","fBodyAccJerk-iqr()-X",FALSE,NA,NA,NA
"V365","fBodyAccJerk-iqr()-Y",FALSE,NA,NA,NA
"V366","fBodyAccJerk-iqr()-Z",FALSE,NA,NA,NA
"V367","fBodyAccJerk-entropy()-X",FALSE,NA,NA,NA
"V368","fBodyAccJerk-entropy()-Y",FALSE,NA,NA,NA
"V369","fBodyAccJerk-entropy()-Z",FALSE,NA,NA,NA
"V370","fBodyAccJerk-maxInds-X",FALSE,NA,NA,NA
"V371","fBodyAccJerk-maxInds-Y",FALSE,NA,NA,NA
"V372","fBodyAccJerk-maxInds-Z",FALSE,NA,NA,NA
"V373","fBodyAccJerk-meanFreq()-X",FALSE,NA,NA,NA
"V374","fBodyAccJerk-meanFreq()-Y",FALSE,NA,NA,NA
"V375","fBodyAccJerk-meanFreq()-Z",FALSE,NA,NA,NA
"V376","fBodyAccJerk-skewness()-X",FALSE,NA,NA,NA
"V377","fBodyAccJerk-kurtosis()-X",FALSE,NA,NA,NA
"V378","fBodyAccJerk-skewness()-Y",FALSE,NA,NA,NA
"V379","fBodyAccJerk-kurtosis()-Y",FALSE,NA,NA,NA
"V380","fBodyAccJerk-skewness()-Z",FALSE,NA,NA,NA
"V381","fBodyAccJerk-kurtosis()-Z",FALSE,NA,NA,NA
"V382","fBodyAccJerk-bandsEnergy()-1,8",FALSE,NA,NA,NA
"V383","fBodyAccJerk-bandsEnergy()-9,16",FALSE,NA,NA,NA
"V384","fBodyAccJerk-bandsEnergy()-17,24",FALSE,NA,NA,NA
"V385","fBodyAccJerk-bandsEnergy()-25,32",FALSE,NA,NA,NA
"V386","fBodyAccJerk-bandsEnergy()-33,40",FALSE,NA,NA,NA
"V387","fBodyAccJerk-bandsEnergy()-41,48",FALSE,NA,NA,NA
"V388","fBodyAccJerk-bandsEnergy()-49,56",FALSE,NA,NA,NA
"V389","fBodyAccJerk-bandsEnergy()-57,64",FALSE,NA,NA,NA
"V390","fBodyAccJerk-bandsEnergy()-1,16",FALSE,NA,NA,NA
"V391","fBodyAccJerk-bandsEnergy()-17,32",FALSE,NA,NA,NA
"V392","fBodyAccJerk-bandsEnergy()-33,48",FALSE,NA,NA,NA
"V393","fBodyAccJerk-bandsEnergy()-49,64",FALSE,NA,NA,NA
"V394","fBodyAccJerk-bandsEnergy()-1,24",FALSE,NA,NA,NA
"V395","fBodyAccJerk-bandsEnergy()-25,48",FALSE,NA,NA,NA
"V396","fBodyAccJerk-bandsEnergy()-1,8",FALSE,NA,NA,NA
"V397","fBodyAccJerk-bandsEnergy()-9,16",FALSE,NA,NA,NA
"V398","fBodyAccJerk-bandsEnergy()-17,24",FALSE,NA,NA,NA
"V399","fBodyAccJerk-bandsEnergy()-25,32",FALSE,NA,NA,NA
"V400","fBodyAccJerk-bandsEnergy()-33,40",FALSE,NA,NA,NA
"V401","fBodyAccJerk-bandsEnergy()-41,48",FALSE,NA,NA,NA
"V402","fBodyAccJerk-bandsEnergy()-49,56",FALSE,NA,NA,NA
"V403","fBodyAccJerk-bandsEnergy()-57,64",FALSE,NA,NA,NA
"V404","fBodyAccJerk-bandsEnergy()-1,16",FALSE,NA,NA,NA
"V405","fBodyAccJerk-bandsEnergy()-17,32",FALSE,NA,NA,NA
"V406","fBodyAccJerk-bandsEnergy()-33,48",FALSE,NA,NA,NA
"V407","fBodyAccJerk-bandsEnergy()-49,64",FALSE,NA,NA,NA
"V408","fBodyAccJerk-bandsEnergy()-1,24",FALSE,NA,NA,NA
"V409","fBodyAccJerk-bandsEnergy()-25,48",FALSE,NA,NA,NA
"V410","fBodyAccJerk-bandsEnergy()-1,8",FALSE,NA,NA,NA
"V411","fBodyAccJerk-bandsEnergy()-9,16",FALSE,NA,NA,NA
"V412","fBodyAccJerk-bandsEnergy()-17,24",FALSE,NA,NA,NA
"V413","fBodyAccJerk-bandsEnergy()-25,32",FALSE,NA,NA,NA
"V414","fBodyAccJerk-bandsEnergy()-33,40",FALSE,NA,NA,NA
"V415","fBodyAccJerk-bandsEnergy()-41,48",FALSE,NA,NA,NA
"V416","fBodyAccJerk-bandsEnergy()-49,56",FALSE,NA,NA,NA
"V417","fBodyAccJerk-bandsEnergy()-57,64",FALSE,NA,NA,NA
"V418","fBodyAccJerk-bandsEnergy()-1,16",FALSE,NA,NA,NA
"V419","fBodyAccJerk-bandsEnergy()-17,32",FALSE,NA,NA,NA
"V420","fBodyAccJerk-bandsEnergy()-33,48",FALSE,NA,NA,NA
"V421","fBodyAccJerk-bandsEnergy()-49,64",FALSE,NA,NA,NA
"V422","fBodyAccJerk-bandsEnergy()-1,24",FALSE,NA,NA,NA
"V423","fBodyAccJerk-bandsEnergy()-25,48",FALSE,NA,NA,NA
"V424","fBodyGyro-mean()-X",TRUE,"FreqBodyGyroMeanX","Mean by Subject, Activity","MeanFreqBodyGyroMeanX"
"V425","fBodyGyro-mean()-Y",TRUE,"FreqBodyGyroMeanY","Mean by Subject, Activity","MeanFreqBodyGyroMeanY"
"V426","fBodyGyro-mean()-Z",TRUE,"FreqBodyGyroMeanZ","Mean by Subject, Activity","MeanFreqBodyGyroMeanZ"
"V427","fBodyGyro-std()-X",TRUE,"FreqBodyGyroStdX","Mean by Subject, Activity","MeanFreqBodyGyroStdX"
"V428","fBodyGyro-std()-Y",TRUE,"FreqBodyGyroStdY","Mean by Subject, Activity","MeanFreqBodyGyroStdY"
"V429","fBodyGyro-std()-Z",TRUE,"FreqBodyGyroStdZ","Mean by Subject, Activity","MeanFreqBodyGyroStdZ"
"V430","fBodyGyro-mad()-X",FALSE,NA,NA,NA
"V431","fBodyGyro-mad()-Y",FALSE,NA,NA,NA
"V432","fBodyGyro-mad()-Z",FALSE,NA,NA,NA
"V433","fBodyGyro-max()-X",FALSE,NA,NA,NA
"V434","fBodyGyro-max()-Y",FALSE,NA,NA,NA
"V435","fBodyGyro-max()-Z",FALSE,NA,NA,NA
"V436","fBodyGyro-min()-X",FALSE,NA,NA,NA
"V437","fBodyGyro-min()-Y",FALSE,NA,NA,NA
"V438","fBodyGyro-min()-Z",FALSE,NA,NA,NA
"V439","fBodyGyro-sma()",FALSE,NA,NA,NA
"V440","fBodyGyro-energy()-X",FALSE,NA,NA,NA
"V441","fBodyGyro-energy()-Y",FALSE,NA,NA,NA
"V442","fBodyGyro-energy()-Z",FALSE,NA,NA,NA
"V443","fBodyGyro-iqr()-X",FALSE,NA,NA,NA
"V444","fBodyGyro-iqr()-Y",FALSE,NA,NA,NA
"V445","fBodyGyro-iqr()-Z",FALSE,NA,NA,NA
"V446","fBodyGyro-entropy()-X",FALSE,NA,NA,NA
"V447","fBodyGyro-entropy()-Y",FALSE,NA,NA,NA
"V448","fBodyGyro-entropy()-Z",FALSE,NA,NA,NA
"V449","fBodyGyro-maxInds-X",FALSE,NA,NA,NA
"V450","fBodyGyro-maxInds-Y",FALSE,NA,NA,NA
"V451","fBodyGyro-maxInds-Z",FALSE,NA,NA,NA
"V452","fBodyGyro-meanFreq()-X",FALSE,NA,NA,NA
"V453","fBodyGyro-meanFreq()-Y",FALSE,NA,NA,NA
"V454","fBodyGyro-meanFreq()-Z",FALSE,NA,NA,NA
"V455","fBodyGyro-skewness()-X",FALSE,NA,NA,NA
"V456","fBodyGyro-kurtosis()-X",FALSE,NA,NA,NA
"V457","fBodyGyro-skewness()-Y",FALSE,NA,NA,NA
"V458","fBodyGyro-kurtosis()-Y",FALSE,NA,NA,NA
"V459","fBodyGyro-skewness()-Z",FALSE,NA,NA,NA
"V460","fBodyGyro-kurtosis()-Z",FALSE,NA,NA,NA
"V461","fBodyGyro-bandsEnergy()-1,8",FALSE,NA,NA,NA
"V462","fBodyGyro-bandsEnergy()-9,16",FALSE,NA,NA,NA
"V463","fBodyGyro-bandsEnergy()-17,24",FALSE,NA,NA,NA
"V464","fBodyGyro-bandsEnergy()-25,32",FALSE,NA,NA,NA
"V465","fBodyGyro-bandsEnergy()-33,40",FALSE,NA,NA,NA
"V466","fBodyGyro-bandsEnergy()-41,48",FALSE,NA,NA,NA
"V467","fBodyGyro-bandsEnergy()-49,56",FALSE,NA,NA,NA
"V468","fBodyGyro-bandsEnergy()-57,64",FALSE,NA,NA,NA
"V469","fBodyGyro-bandsEnergy()-1,16",FALSE,NA,NA,NA
"V470","fBodyGyro-bandsEnergy()-17,32",FALSE,NA,NA,NA
"V471","fBodyGyro-bandsEnergy()-33,48",FALSE,NA,NA,NA
"V472","fBodyGyro-bandsEnergy()-49,64",FALSE,NA,NA,NA
"V473","fBodyGyro-bandsEnergy()-1,24",FALSE,NA,NA,NA
"V474","fBodyGyro-bandsEnergy()-25,48",FALSE,NA,NA,NA
"V475","fBodyGyro-bandsEnergy()-1,8",FALSE,NA,NA,NA
"V476","fBodyGyro-bandsEnergy()-9,16",FALSE,NA,NA,NA
"V477","fBodyGyro-bandsEnergy()-17,24",FALSE,NA,NA,NA
"V478","fBodyGyro-bandsEnergy()-25,32",FALSE,NA,NA,NA
"V479","fBodyGyro-bandsEnergy()-33,40",FALSE,NA,NA,NA
"V480","fBodyGyro-bandsEnergy()-41,48",FALSE,NA,NA,NA
"V481","fBodyGyro-bandsEnergy()-49,56",FALSE,NA,NA,NA
"V482","fBodyGyro-bandsEnergy()-57,64",FALSE,NA,NA,NA
"V483","fBodyGyro-bandsEnergy()-1,16",FALSE,NA,NA,NA
"V484","fBodyGyro-bandsEnergy()-17,32",FALSE,NA,NA,NA
"V485","fBodyGyro-bandsEnergy()-33,48",FALSE,NA,NA,NA
"V486","fBodyGyro-bandsEnergy()-49,64",FALSE,NA,NA,NA
"V487","fBodyGyro-bandsEnergy()-1,24",FALSE,NA,NA,NA
"V488","fBodyGyro-bandsEnergy()-25,48",FALSE,NA,NA,NA
"V489","fBodyGyro-bandsEnergy()-1,8",FALSE,NA,NA,NA
"V490","fBodyGyro-bandsEnergy()-9,16",FALSE,NA,NA,NA
"V491","fBodyGyro-bandsEnergy()-17,24",FALSE,NA,NA,NA
"V492","fBodyGyro-bandsEnergy()-25,32",FALSE,NA,NA,NA
"V493","fBodyGyro-bandsEnergy()-33,40",FALSE,NA,NA,NA
"V494","fBodyGyro-bandsEnergy()-41,48",FALSE,NA,NA,NA
"V495","fBodyGyro-bandsEnergy()-49,56",FALSE,NA,NA,NA
"V496","fBodyGyro-bandsEnergy()-57,64",FALSE,NA,NA,NA
"V497","fBodyGyro-bandsEnergy()-1,16",FALSE,NA,NA,NA
"V498","fBodyGyro-bandsEnergy()-17,32",FALSE,NA,NA,NA
"V499","fBodyGyro-bandsEnergy()-33,48",FALSE,NA,NA,NA
"V500","fBodyGyro-bandsEnergy()-49,64",FALSE,NA,NA,NA
"V501","fBodyGyro-bandsEnergy()-1,24",FALSE,NA,NA,NA
"V502","fBodyGyro-bandsEnergy()-25,48",FALSE,NA,NA,NA
"V503","fBodyAccMag-mean()",TRUE,"FreqBodyAccMagMean","Mean by Subject, Activity","MeanFreqBodyAccMagMean"
"V504","fBodyAccMag-std()",TRUE,"FreqBodyAccMagStd","Mean by Subject, Activity","MeanFreqBodyAccMagStd"
"V505","fBodyAccMag-mad()",FALSE,NA,NA,NA
"V506","fBodyAccMag-max()",FALSE,NA,NA,NA
"V507","fBodyAccMag-min()",FALSE,NA,NA,NA
"V508","fBodyAccMag-sma()",FALSE,NA,NA,NA
"V509","fBodyAccMag-energy()",FALSE,NA,NA,NA
"V510","fBodyAccMag-iqr()",FALSE,NA,NA,NA
"V511","fBodyAccMag-entropy()",FALSE,NA,NA,NA
"V512","fBodyAccMag-maxInds",FALSE,NA,NA,NA
"V513","fBodyAccMag-meanFreq()",FALSE,NA,NA,NA
"V514","fBodyAccMag-skewness()",FALSE,NA,NA,NA
"V515","fBodyAccMag-kurtosis()",FALSE,NA,NA,NA
"V516","fBodyBodyAccJerkMag-mean()",TRUE,"FreqBodyAccJerkMagMean","Mean by Subject, Activity","MeanFreqBodyAccJerkMagMean"
"V517","fBodyBodyAccJerkMag-std()",TRUE,"FreqBodyAccJerkMagStd","Mean by Subject, Activity","MeanFreqBodyAccJerkMagStd"
"V518","fBodyBodyAccJerkMag-mad()",FALSE,NA,NA,NA
"V519","fBodyBodyAccJerkMag-max()",FALSE,NA,NA,NA
"V520","fBodyBodyAccJerkMag-min()",FALSE,NA,NA,NA
"V521","fBodyBodyAccJerkMag-sma()",FALSE,NA,NA,NA
"V522","fBodyBodyAccJerkMag-energy()",FALSE,NA,NA,NA
"V523","fBodyBodyAccJerkMag-iqr()",FALSE,NA,NA,NA
"V524","fBodyBodyAccJerkMag-entropy()",FALSE,NA,NA,NA
"V525","fBodyBodyAccJerkMag-maxInds",FALSE,NA,NA,NA
"V526","fBodyBodyAccJerkMag-meanFreq()",FALSE,NA,NA,NA
"V527","fBodyBodyAccJerkMag-skewness()",FALSE,NA,NA,NA
"V528","fBodyBodyAccJerkMag-kurtosis()",FALSE,NA,NA,NA
"V529","fBodyBodyGyroMag-mean()",TRUE,"FreqBodyGyroMagMean","Mean by Subject, Activity","MeanFreqBodyGyroMagMean"
"V530","fBodyBodyGyroMag-std()",TRUE,"FreqBodyGyroMagStd","Mean by Subject, Activity","MeanFreqBodyGyroMagStd"
"V531","fBodyBodyGyroMag-mad()",FALSE,NA,NA,NA
"V532","fBodyBodyGyroMag-max()",FALSE,NA,NA,NA
"V533","fBodyBodyGyroMag-min()",FALSE,NA,NA,NA
"V534","fBodyBodyGyroMag-sma()",FALSE,NA,NA,NA
"V535","fBodyBodyGyroMag-energy()",FALSE,NA,NA,NA
"V536","fBodyBodyGyroMag-iqr()",FALSE,NA,NA,NA
"V537","fBodyBodyGyroMag-entropy()",FALSE,NA,NA,NA
"V538","fBodyBodyGyroMag-maxInds",FALSE,NA,NA,NA
"V539","fBodyBodyGyroMag-meanFreq()",FALSE,NA,NA,NA
"V540","fBodyBodyGyroMag-skewness()",FALSE,NA,NA,NA
"V541","fBodyBodyGyroMag-kurtosis()",FALSE,NA,NA,NA
"V542","fBodyBodyGyroJerkMag-mean()",TRUE,"FreqBodyGyroJerkMagMean","Mean by Subject, Activity","MeanFreqBodyGyroJerkMagMean"
"V543","fBodyBodyGyroJerkMag-std()",TRUE,"FreqBodyGyroJerkMagStd","Mean by Subject, Activity","MeanFreqBodyGyroJerkMagStd"
"V544","fBodyBodyGyroJerkMag-mad()",FALSE,NA,NA,NA
"V545","fBodyBodyGyroJerkMag-max()",FALSE,NA,NA,NA
"V546","fBodyBodyGyroJerkMag-min()",FALSE,NA,NA,NA
"V547","fBodyBodyGyroJerkMag-sma()",FALSE,NA,NA,NA
"V548","fBodyBodyGyroJerkMag-energy()",FALSE,NA,NA,NA
"V549","fBodyBodyGyroJerkMag-iqr()",FALSE,NA,NA,NA
"V550","fBodyBodyGyroJerkMag-entropy()",FALSE,NA,NA,NA
"V551","fBodyBodyGyroJerkMag-maxInds",FALSE,NA,NA,NA
"V552","fBodyBodyGyroJerkMag-meanFreq()",FALSE,NA,NA,NA
"V553","fBodyBodyGyroJerkMag-skewness()",FALSE,NA,NA,NA
"V554","fBodyBodyGyroJerkMag-kurtosis()",FALSE,NA,NA,NA
"V555","angle(tBodyAccMean,gravity)",FALSE,NA,NA,NA
"V556","angle(tBodyAccJerkMean),gravityMean)",FALSE,NA,NA,NA
"V557","angle(tBodyGyroMean,gravityMean)",FALSE,NA,NA,NA
"V558","angle(tBodyGyroJerkMean,gravityMean)",FALSE,NA,NA,NA
"V559","angle(X,gravityMean)",FALSE,NA,NA,NA
"V560","angle(Y,gravityMean)",FALSE,NA,NA,NA
"V561","angle(Z,gravityMean)",FALSE,NA,NA,NA
